page,text,left,top,width,height,line,conf
5,SisterCities Partnership Agreement,0.167843,0.025758,0.793725,0.03697,1,99.0
5,IN TERNAT,0.170588,0.066667,0.152549,0.009091,2,93.0
5,Connect globally. Thrive,0.167451,0.084848,0.191373,0.016364,3,99.0
5,THE,0.267451,0.353939,0.044706,0.014545,4,98.0
5,The Sister City,0.2,0.402121,0.122745,0.014242,5,99.0
5,beneficial solutions,0.202353,0.419091,0.154118,0.010303,6,99.0
5,"Consequently, the",0.202745,0.434848,0.143137,0.011515,7,95.0
5,important in their,0.201176,0.448788,0.139216,0.014242,8,99.0
5,Encourage,0.229412,0.480303,0.088627,0.015152,9,99.0
5,that they can,0.230588,0.49697,0.103529,0.013636,10,99.0
5,Supporta and,0.230196,0.513333,0.098039,0.015455,11,98.0
5,community,0.229412,0.527576,0.095294,0.015152,12,99.0
5,medium for,0.229804,0.543636,0.09451,0.012727,13,99.0
5,Generate an,0.23098,0.562121,0.094902,0.010606,14,99.0
5,"by serving themes, as",0.22902,0.576667,0.132157,0.028182,15,99.0
5,Identify,0.229804,0.593333,0.06549,0.012727,16,99.0
5,nurture the i,0.228627,0.609091,0.096471,0.011818,17,92.0
5,Promote the cities; key,0.228235,0.623333,0.106667,0.031515,18,98.0
5,Provide financial,0.228627,0.655455,0.137647,0.014242,19,98.0
5,aims of the,0.228235,0.670303,0.099216,0.015758,20,99.0
5,With the above,0.198824,0.700303,0.122353,0.016364,21,98.0
5,London soleinnly,0.198431,0.716667,0.141176,0.015455,22,98.0
5,protocol of this,0.197647,0.731818,0.130588,0.017273,23,99.0
5,This,0.308627,0.777576,0.037255,0.018485,24,98.0
5,Rudolph,0.256078,0.874848,0.08,0.018485,25,98.0
5,New,0.284314,0.906061,0.042353,0.017576,26,99.0
5,IONAL,0.323137,0.066667,0.08549,0.009091,27,93.0
5,locally.,0.358824,0.084848,0.051765,0.016364,28,99.0
5,NEW YORK,0.312157,0.353939,0.114118,0.014545,29,98.0
5,partnership,0.322745,0.402121,0.092549,0.014242,30,99.0
5,to common,0.361176,0.419697,0.088627,0.008788,31,99.0
5,Sister City,0.35098,0.433636,0.082745,0.011515,32,99.0
5,network of,0.347451,0.449394,0.083922,0.010303,33,99.0
5,and publicize,0.322745,0.481515,0.103922,0.012727,34,99.0
5,flourish to,0.338431,0.496667,0.079608,0.010606,35,99.0
5,promote the,0.33098,0.51303,0.097647,0.013939,36,99.0
5,programs learning from to,0.326275,0.530606,0.108627,0.027576,37,99.0
5,improvement,0.330196,0.559697,0.105882,0.013939,38,99.0
5,a conduit of,0.338431,0.576364,0.098824,0.010606,39,99.0
5,common,0.361176,0.590303,0.07098,0.014545,40,98.0
5,increasingly,0.317647,0.606667,0.103137,0.014545,41,99.0
5,mayoral,0.334902,0.63697,0.069804,0.017879,42,97.0
5,or in kind,0.368235,0.655152,0.078431,0.012727,43,99.0
5,Sister City,0.327451,0.670303,0.087843,0.015758,44,99.0
5,purposes in,0.321176,0.700303,0.102745,0.016364,45,98.0
5,confirm that,0.339608,0.716667,0.101176,0.015455,46,98.0
5,Memorandum,0.328235,0.731818,0.110588,0.017273,47,99.0
5,agreement,0.345882,0.777576,0.088627,0.018485,48,98.0
5,huliaui,0.315294,0.807576,0.160392,0.073939,49,88.0
5,W. Giuliani,0.336078,0.874848,0.089412,0.018485,50,98.0
5,Mayor,0.30902,0.892121,0.06,0.015758,51,99.0
5,York City,0.326667,0.906061,0.085882,0.017576,52,99.0
5,The City,0.437255,0.259697,0.098824,0.013333,53,85.0
5,OFFiCe,0.450588,0.276061,0.076471,0.011515,54,73.0
5,"NEW YORK,",0.46,0.291212,0.105882,0.012121,55,89.0
5,CITY-LONDON,0.426275,0.353939,0.147059,0.014545,56,98.0
5,Memorandum,0.420784,0.369394,0.121961,0.014545,57,99.0
5,between New,0.420784,0.401515,0.109412,0.01303,58,97.0
5,challenges,0.456078,0.417879,0.082745,0.011515,59,99.0
5,relationship,0.439608,0.43303,0.09098,0.012121,60,99.0
5,global,0.437255,0.449091,0.049412,0.011818,61,99.0
5,existing,0.431373,0.48,0.067059,0.013939,62,99.0
5,benefit a wider,0.421569,0.496667,0.120784,0.010303,63,99.0
5,development,0.430588,0.512121,0.10549,0.013939,64,99.0
5,encourage both,0.423922,0.528485,0.122353,0.013636,65,99.0
5,one another;,0.44,0.542727,0.100392,0.012727,66,99.0
5,of the operation,0.439608,0.560606,0.126667,0.011515,67,99.0
5,information:,0.437255,0.575758,0.099216,0.010303,68,99.0
5,"to both, that",0.432157,0.590303,0.101176,0.014545,69,98.0
5,"powerful financial,",0.420784,0.606667,0.154902,0.014545,70,99.0
5,priorities relevant,0.404706,0.63697,0.16,0.017879,71,97.0
5,s support to,0.446667,0.655152,0.089804,0.014242,72,99.0
5,partnership;,0.40902,0.671515,0.095686,0.015152,73,99.0
5,"mind, the Mayor",0.423922,0.700303,0.132157,0.016364,74,98.0
5,these two,0.440784,0.716667,0.08,0.015455,75,98.0
5,of Understanding.,0.438824,0.731818,0.144314,0.017273,76,99.0
5,will go into,0.43451,0.777576,0.094118,0.018485,77,98.0
5,Signed in,0.456078,0.794848,0.078824,0.014545,78,97.0
5,OF New,0.536078,0.259697,0.089804,0.013333,79,85.0
5,OF THE MayOr,0.527059,0.276061,0.144706,0.011515,80,73.0
5,N.Y. 1OOO7,0.565882,0.291212,0.091765,0.012121,81,89.0
5,SISTER,0.573333,0.353939,0.076078,0.014545,82,98.0
5,of Understanding,0.542745,0.369394,0.152941,0.014545,83,99.0
5,York City and,0.534902,0.400606,0.114118,0.013333,84,99.0
5,for these two,0.545882,0.417273,0.106275,0.011818,85,99.0
5,between the,0.537647,0.43303,0.102353,0.010303,86,96.0
5,"partnerships, as it",0.491765,0.448182,0.138039,0.012121,87,98.0
5,exchanges between,0.496863,0.478788,0.166667,0.014848,88,99.0
5,cross-section,0.546275,0.497273,0.105098,0.009091,89,99.0
5,of new social.,0.536863,0.512727,0.11098,0.011515,90,97.0
5,cities citizens,0.552157,0.528788,0.112157,0.009091,91,99.0
5,of the cities',0.56549,0.559697,0.103529,0.012727,92,97.0
5,can generate,0.533333,0.590303,0.105882,0.014545,93,98.0
5,social and,0.575686,0.606667,0.085098,0.014545,94,99.0
5,to both,0.564706,0.63697,0.054118,0.017879,95,97.0
5,community-led,0.536471,0.655758,0.119608,0.013636,96,99.0
5,of the City,0.556078,0.700303,0.09098,0.016364,97,98.0
5,cities are u united,0.520784,0.716667,0.129804,0.015455,98,98.0
5,effect from the,0.528627,0.777576,0.121569,0.018485,99,98.0
5,March of 2001,0.534902,0.794848,0.116471,0.014545,100,97.0
5,York,0.625882,0.259697,0.056078,0.013333,101,85.0
5,CITY,0.649412,0.353939,0.058039,0.014545,102,98.0
5,London will,0.64902,0.400606,0.100784,0.013333,103,99.0
5,great,0.652157,0.417273,0.04902,0.011818,104,99.0
5,two will be one,0.64,0.43303,0.120392,0.010303,105,96.0
5,strives to:,0.629804,0.448182,0.079608,0.012121,106,98.0
5,London,0.663529,0.478788,0.088235,0.014848,107,99.0
5,of the citizens,0.654118,0.495152,0.113725,0.012121,108,99.0
5,"economic,",0.652941,0.511818,0.085098,0.012727,109,99.0
5,to share,0.66902,0.527273,0.069412,0.013636,110,99.0
5,various,0.66902,0.559697,0.066667,0.012727,111,97.0
5,new initiatives,0.639216,0.590303,0.118431,0.014545,112,98.0
5,cultural,0.660784,0.606667,0.066275,0.014545,113,99.0
5,London and,0.618824,0.63697,0.12902,0.017879,114,97.0
5,programs,0.656078,0.655758,0.083922,0.013636,115,99.0
5,of New York,0.647059,0.700303,0.107843,0.016364,116,98.0
5,by an official,0.650588,0.717273,0.111373,0.013636,117,99.0
5,date of,0.650196,0.777576,0.062353,0.018485,118,98.0
5,Ken,0.668627,0.873636,0.037647,0.018182,119,98.0
5,Mayor,0.703922,0.890606,0.06,0.01697,120,99.0
5,London,0.698039,0.906364,0.069412,0.016061,121,99.0
5,PARTNERSHIP,0.707451,0.353939,0.143137,0.014545,122,98.0
5,foster mutually,0.749804,0.400606,0.125098,0.013333,123,99.0
5,cosmopolitan entities,0.701176,0.417273,0.166275,0.011818,124,99.0
5,of the most,0.760392,0.43303,0.093333,0.010303,125,96.0
5,and New York,0.751765,0.478788,0.095686,0.014848,126,99.0
5,of both;,0.767843,0.495152,0.06549,0.012121,127,98.0
5,academic and,0.738039,0.511818,0.112157,0.012727,128,99.0
5,their experiences,0.738431,0.527273,0.139608,0.013636,129,99.0
5,government,0.735686,0.559697,0.1,0.012727,130,97.0
5,to further,0.757647,0.590303,0.08549,0.014545,131,98.0
5,relationships,0.727059,0.606667,0.10902,0.014545,132,99.0
5,New York City;,0.747843,0.63697,0.090196,0.017879,133,97.0
5,that advance,0.74,0.655758,0.106667,0.013636,134,99.0
5,and the,0.754902,0.700303,0.065098,0.016364,135,98.0
5,partnership,0.761961,0.717273,0.1,0.013636,136,99.0
5,signatures.,0.712549,0.777576,0.086275,0.018485,137,98.0
5,G,0.701569,0.82697,0.100784,0.038485,138,55.0
5,Livingstone,0.706275,0.873636,0.1,0.018182,139,98.0
5,Toolkit,0.82902,0.069091,0.133333,0.032424,140,99.0
5,City so,0.847451,0.478788,0.055294,0.014848,141,99.0
5,as a,0.878039,0.527273,0.031765,0.013636,142,99.0
5,agencies,0.835686,0.559697,0.07098,0.012727,143,97.0
5,and,0.843137,0.590303,0.028627,0.014545,144,98.0
5,between,0.836078,0.606667,0.06549,0.014545,145,99.0
5,the,0.846667,0.655758,0.024706,0.013636,146,99.0
5,Mayor of,0.82,0.700303,0.076863,0.016364,147,98.0
5,by the,0.861961,0.717273,0.048235,0.013636,148,99.0
6,SisterCities Partnership Agreement,0.167843,0.025758,0.793725,0.03697,1,99.0
6,?,0.072157,0.689091,0.383529,0.282121,2,33.0
6,IN TE RN A T,0.17098,0.066667,0.146667,0.009091,3,88.0
6,Connect globally.,0.167451,0.084848,0.13451,0.016364,4,99.0
6,"California, In accordance USA,",0.216471,0.482121,0.138824,0.021515,5,98.0
6,"purposes: that a ""Sister City",0.216078,0.502727,0.121176,0.024545,6,97.0
6,the people (1) of Long to,0.218431,0.531515,0.114118,0.024242,7,97.0
6,relations between (2) to,0.217255,0.561212,0.107843,0.025152,8,98.0
6,"information professional, in",0.217647,0.583636,0.10549,0.023333,9,96.0
6,efucational (3) activities to,0.218431,0.612424,0.129412,0.023939,10,98.0
6,this document This Sister,0.217647,0.642424,0.11451,0.025152,11,97.0
6,Mayor of San,0.218039,0.663333,0.089412,0.015758,12,96.0
6,IO N A L,0.317647,0.066667,0.09098,0.009091,13,88.0
6,Thrive locally.,0.301961,0.084848,0.108627,0.016364,14,99.0
6,Pister,0.321176,0.308182,0.096863,0.022424,15,96.0
6,City,0.378431,0.374545,0.058431,0.020303,16,99.0
6,City of,0.321569,0.425758,0.102353,0.019091,17,98.0
6,"Ecuador,",0.345882,0.447273,0.126667,0.014848,18,98.0
6,and the with City the,0.322745,0.482121,0.100784,0.021515,19,98.0
6,"Agreement""",0.337255,0.502727,0.081961,0.012121,20,97.0
6,promote Beach and and the,0.320784,0.531515,0.098824,0.024242,21,97.0
6,promote the fwo cities,0.324314,0.561212,0.083922,0.025152,22,97.0
6,"technical, a wide youth, sariety and",0.300784,0.583636,0.124314,0.023333,23,96.0
6,foster between and the,0.321176,0.612424,0.102745,0.023939,24,98.0
6,City has been Agreement duly,0.331373,0.642424,0.1,0.025152,25,97.0
6,"Pablo de Manta,",0.307451,0.663333,0.099608,0.015758,26,96.0
6,Cit,0.39098,0.201515,0.098039,0.055455,27,89.0
6,Lity,0.432157,0.30697,0.072549,0.033333,28,96.0
6,between,0.464706,0.35,0.062745,0.013636,29,98.0
6,of Long,0.436863,0.374545,0.114902,0.020303,30,99.0
6,"California,",0.400392,0.396667,0.155686,0.016061,31,99.0
6,San and,0.423922,0.412727,0.087451,0.032121,32,98.0
6,South,0.472549,0.447273,0.083529,0.014848,33,98.0
6,authorization of San Pablo and de,0.403922,0.482121,0.110196,0.021515,34,98.0
6,between the two,0.419216,0.502727,0.102745,0.012121,35,97.0
6,expand people the of effective San,0.402353,0.531515,0.127059,0.024242,36,97.0
6,"international and their respective goodwill,",0.38549,0.561212,0.152549,0.025152,37,97.0
6,"of other economic, endeavors;and",0.423922,0.583636,0.127451,0.023333,38,96.0
6,"encourage two cities; charitable,",0.391373,0.612424,0.138824,0.023939,39,98.0
6,executed shall be by officially the,0.401176,0.642424,0.135294,0.025152,40,97.0
6,"Ecuador, South",0.407059,0.663333,0.098431,0.015758,41,96.0
6,of Long,0.50902,0.210303,0.105098,0.057576,42,89.0
6,Agreement,0.514902,0.308182,0.188627,0.032121,43,96.0
6,the,0.527451,0.35,0.022353,0.013636,44,98.0
6,Beach,0.551765,0.374545,0.082745,0.020303,45,99.0
6,USA,0.556078,0.396667,0.056471,0.016061,46,99.0
6,Pablo the de,0.484314,0.412727,0.126275,0.032121,47,98.0
6,America,0.556078,0.447273,0.10902,0.014848,48,98.0
6,"Manta, approval Ecuador, expressed",0.507451,0.482121,0.128235,0.021515,49,98.0
6,cities is hereby,0.521961,0.502727,0.098431,0.012121,50,97.0
6,Pablo and de mutually Manta; and,0.504706,0.531515,0.12,0.024242,51,97.0
6,"natioms understanding, by the",0.532549,0.561212,0.108235,0.025152,52,97.0
6,"social, cultural,",0.518039,0.583636,0.109412,0.012121,53,96.0
6,"scientific, trade",0.530196,0.612424,0.121961,0.013939,54,98.0
6,Mayor established of Long and,0.507059,0.642424,0.125098,0.025152,55,97.0
6,America.,0.50549,0.663333,0.053333,0.015758,56,96.0
6,Beperly,0.587059,0.735758,0.063137,0.015758,57,99.0
6,"Mayor, City",0.542745,0.750909,0.096078,0.01303,58,98.0
6,"Mayor, Ing. Jorge",0.504314,0.824545,0.098431,0.028485,59,97.0
6,"Ecuador, City of",0.552157,0.840303,0.070588,0.025152,60,99.0
6,Dated:,0.545882,0.883333,0.051765,0.011515,61,99.0
6,alifornia,0.561569,0.257879,0.127451,0.028485,62,99.0
6,Manta,0.610588,0.425758,0.081961,0.019091,63,98.0
6,"South bry America, the City",0.615686,0.482121,0.103137,0.021515,64,97.0
6,established for,0.620392,0.502727,0.1,0.012121,65,97.0
6,beneficial cooperation,0.612549,0.531515,0.137647,0.012727,66,98.0
6,exchange and expanded of,0.620784,0.561212,0.119216,0.025152,67,98.0
6,"municipal,",0.627451,0.583636,0.08,0.012121,68,96.0
6,"and commerce,",0.652157,0.612424,0.075686,0.013939,69,98.0
6,"Beach, shall California, become",0.606667,0.642424,0.138039,0.025152,70,97.0
6,Hiee,0.553333,0.697879,0.179216,0.037273,71,54.0
6,bNeill,0.647059,0.735758,0.064706,0.011818,72,90.0
6,of Long USA,0.643137,0.750909,0.066275,0.025455,73,98.0
6,"California,",0.583137,0.766364,0.088627,0.011515,74,99.0
6,Dulus,0.596471,0.792424,0.080784,0.027273,75,69.0
6,O.Zambrano Pablo,0.603922,0.824545,0.107843,0.025152,76,98.0
6,San South America,0.623922,0.839394,0.116078,0.025455,77,99.0
6,September,0.600392,0.881818,0.107451,0.013939,78,97.0
6,Beach,0.715686,0.210303,0.148235,0.048182,79,89.0
6,"of it Long is declared Beach,",0.708627,0.482121,0.091373,0.021515,80,98.0
6,the following,0.720392,0.502727,0.079608,0.012121,81,97.0
6,between,0.750196,0.531515,0.050196,0.012727,82,98.0
6,"people, business ideas, and",0.698824,0.561212,0.102353,0.025152,83,97.0
6,"environmental,",0.707451,0.583636,0.092941,0.012121,84,96.0
6,literary and,0.727843,0.612424,0.073333,0.013939,85,98.0
6,"effective USA, and when the",0.712157,0.642424,0.08902,0.025152,86,97.0
6,Beach,0.704314,0.750909,0.049804,0.012727,87,97.0
6,Cedeño,0.707451,0.824242,0.063137,0.011212,88,96.0
6,de Manta,0.706667,0.839091,0.076471,0.009394,89,99.0
6,"19,2000",0.707843,0.881818,0.04,0.013939,90,97.0
6,Toolkit,0.82902,0.069091,0.133333,0.032424,91,99.0
7,SisterCities Partnership Agreement,0.167843,0.025758,0.793725,0.03697,1,99.0
7,IN TE RN A,0.17098,0.066667,0.125882,0.009091,2,90.0
7,Connect globally.,0.167843,0.085152,0.134118,0.015455,3,98.0
7,adopted by,0.198431,0.211212,0.085882,0.017576,4,99.0
7,and,0.195686,0.256364,0.03451,0.019091,5,99.0
7,On this,0.252549,0.358182,0.06,0.021515,6,98.0
7,the traditional,0.196471,0.375758,0.112549,0.019394,7,98.0
7,aspiration to,0.198824,0.393939,0.105098,0.014848,8,98.0
7,Richard M.,0.198431,0.409697,0.089804,0.015455,9,97.0
7,of the City of,0.198824,0.426364,0.105098,0.014545,10,97.0
7,sister cities,0.198431,0.441818,0.111765,0.015152,11,98.0
7,The,0.25451,0.471212,0.034902,0.017576,12,98.0
7,equality and,0.198824,0.487273,0.098431,0.017576,13,98.0
7,broaden economic,0.199608,0.504848,0.139608,0.014848,14,98.0
7,The two,0.253725,0.534545,0.062353,0.019697,15,98.0
7,and trade,0.198824,0.553333,0.077647,0.014848,16,98.0
7,In,0.253333,0.582121,0.023922,0.017576,17,99.0
7,dance and other,0.199216,0.600606,0.125098,0.011818,18,96.0
7,In,0.253333,0.628182,0.024314,0.017576,19,98.0
7,within educational,0.199216,0.647273,0.137647,0.01303,20,98.0
7,In,0.252549,0.675152,0.023529,0.018182,21,99.0
7,"technology,",0.198039,0.69303,0.092941,0.015152,22,97.0
7,further,0.196863,0.711818,0.061569,0.012424,23,99.0
7,THE HONORABLE,0.182353,0.818485,0.154902,0.016061,24,97.0
7,MAYOR OF,0.196078,0.834242,0.088235,0.013939,25,97.0
7,T IO N A L,0.296863,0.066667,0.111765,0.009091,26,90.0
7,Thrive locally.,0.301961,0.085152,0.108235,0.015455,27,98.0
7,the tenth,0.312549,0.358182,0.069412,0.021515,28,98.0
7,links of,0.30902,0.375758,0.063922,0.019394,29,98.0
7,wark in unison,0.303922,0.393939,0.119608,0.014848,30,98.0
7,"Daley, Mayor",0.288235,0.409697,0.110588,0.015455,31,97.0
7,"Shenyang, on",0.303922,0.426364,0.102745,0.014545,32,97.0
7,agreement,0.310196,0.441818,0.06549,0.015152,33,98.0
7,City of Chicago,0.289412,0.471212,0.127843,0.017576,34,98.0
7,mutual benefit,0.297255,0.487273,0.116863,0.017576,35,98.0
7,cooperation,0.339216,0.504848,0.093725,0.014848,36,98.0
7,cities do,0.316078,0.534545,0.066667,0.019697,37,98.0
7,relations between,0.276471,0.553333,0.166275,0.014848,38,98.0
7,"addition, exchanges",0.277255,0.582121,0.156078,0.017576,39,99.0
7,cultural,0.324314,0.600606,0.061569,0.011818,40,96.0
7,"addition, exchanges",0.277647,0.628182,0.156078,0.017576,41,98.0
7,institutions,0.336863,0.647273,0.087059,0.01303,42,98.0
7,"addition, we declare",0.276078,0.675152,0.153725,0.018182,43,99.0
7,"sports, health,",0.29098,0.69303,0.116471,0.015152,44,97.0
7,development of,0.258431,0.711818,0.115686,0.012424,45,99.0
7,RICHARD,0.337255,0.818485,0.082745,0.016061,46,97.0
7,CHICAGO,0.284314,0.834242,0.076078,0.013939,47,97.0
7,REAFFIRMATION OF,0.323922,0.162727,0.199216,0.018485,48,97.0
7,THE HONORABLE,0.394902,0.212727,0.160392,0.014545,49,99.0
7,MAYOR,0.472157,0.23,0.070588,0.013333,50,98.0
7,THE HONORABLE,0.401569,0.258788,0.163922,0.014242,51,99.0
7,MAYOR,0.463529,0.272424,0.07098,0.01303,52,99.0
7,anniversary of,0.381961,0.358182,0.118431,0.021515,53,98.0
7,friendship between,0.372941,0.375758,0.156078,0.019394,54,98.0
7,for the,0.423529,0.393939,0.063529,0.014848,55,98.0
7,of the City of,0.398824,0.409697,0.11451,0.015455,56,97.0
7,this fifth day,0.406667,0.426364,0.103137,0.014545,57,97.0
7,between the City,0.375686,0.441818,0.138824,0.015152,58,98.0
7,and the City,0.417255,0.471212,0.107059,0.017576,59,98.0
7,will continue,0.414118,0.487273,0.105098,0.017576,60,98.0
7,and cultural,0.432941,0.504848,0.094118,0.014848,61,98.0
7,hereby declare,0.382745,0.534545,0.121569,0.019697,62,98.0
7,Chicago and,0.442745,0.553333,0.066667,0.014848,63,98.0
7,will be,0.433333,0.582121,0.052549,0.017576,64,99.0
7,activities.,0.385882,0.600606,0.068235,0.011818,65,96.0
7,will be,0.433725,0.628182,0.052549,0.017576,66,98.0
7,encouraged.,0.423922,0.647273,0.09451,0.01303,67,98.0
7,our intention,0.429804,0.675152,0.102745,0.018182,68,99.0
7,youth and any,0.407451,0.69303,0.116471,0.015152,69,97.0
7,friendship between,0.374118,0.711818,0.144314,0.012424,70,99.0
7,M. DALEY,0.42,0.818485,0.080392,0.016061,71,97.0
7,SISTER,0.523137,0.162727,0.07451,0.018485,72,97.0
7,RICHARD,0.555294,0.212727,0.092549,0.014545,73,99.0
7,OF CHICAGO,0.542745,0.23,0.115294,0.013333,74,98.0
7,ZHANG,0.56549,0.258788,0.069412,0.014242,75,99.0
7,OF SHENYANG,0.53451,0.272424,0.131765,0.01303,76,99.0
7,ON,0.549412,0.295455,0.032157,0.016667,77,99.0
7,"JUNE 5, 1995",0.500784,0.321818,0.128235,0.015758,78,96.0
7,the signing of a,0.500392,0.358182,0.120784,0.021515,79,98.0
7,Chicago and,0.52902,0.375758,0.098824,0.019394,80,98.0
7,benefit of their,0.487059,0.393939,0.12902,0.014848,81,98.0
7,"Chicago, and",0.513333,0.409697,0.106667,0.015455,82,97.0
7,"of June I995,",0.509804,0.426364,0.11098,0.014545,83,97.0
7,of Chicago and,0.51451,0.441818,0.103529,0.015152,84,98.0
7,of Shenyang,0.524314,0.471212,0.107059,0.017576,85,98.0
7,to develop a,0.519216,0.487273,0.092941,0.017576,86,98.0
7,erchanges,0.527059,0.504848,0.083137,0.014848,87,98.0
7,their interest in,0.504314,0.534545,0.121961,0.019697,88,98.0
7,Shenyang.,0.509412,0.553333,0.076078,0.014848,89,98.0
7,promoted in the,0.485882,0.582121,0.127059,0.017576,90,99.0
7,promoted in,0.486275,0.628182,0.098824,0.017576,91,98.0
7,to promote,0.532549,0.675152,0.086275,0.018182,92,99.0
7,areas that,0.523922,0.69303,0.086275,0.015152,93,97.0
7,the people of,0.518431,0.711818,0.1,0.012424,94,99.0
7,THE,0.587843,0.818485,0.039216,0.013939,95,99.0
7,MAYOR,0.588235,0.834545,0.061961,0.012424,96,97.0
7,CITIES,0.597647,0.162727,0.119216,0.018485,97,97.0
7,M. DALEY,0.647843,0.212727,0.085882,0.014545,98,99.0
7,RONGMAO,0.634902,0.258788,0.09098,0.014242,99,99.0
7,sister city,0.621176,0.358182,0.078431,0.021515,100,98.0
7,Shenyang,0.627843,0.375758,0.080784,0.019394,101,98.0
7,cities and,0.616078,0.393939,0.080392,0.014848,102,98.0
7,the Honorable,0.62,0.409697,0.119608,0.015455,103,97.0
7,do hereby,0.620784,0.426364,0.077647,0.014545,104,97.0
7,the City of,0.618039,0.441818,0.082353,0.015152,105,98.0
7,on the basis,0.631373,0.471212,0.103137,0.017576,106,98.0
7,sister cities,0.612157,0.487273,0.098824,0.017576,107,98.0
7,between the two,0.610196,0.504848,0.122353,0.014848,108,98.0
7,exploring the,0.626275,0.534545,0.103137,0.019697,109,98.0
7,area of the,0.612941,0.582121,0.090588,0.017576,110,99.0
7,education and the,0.585098,0.628182,0.142353,0.017576,111,98.0
7,exchanges in,0.618824,0.675152,0.102745,0.018182,112,99.0
7,will contribute,0.610196,0.69303,0.114118,0.015152,113,97.0
7,our two cities.,0.618431,0.711818,0.1,0.012424,114,99.0
7,HONORABLE,0.627059,0.818485,0.107059,0.013939,115,99.0
7,OF,0.650196,0.834545,0.027059,0.012424,116,97.0
7,DECLARATION,0.716863,0.162727,0.092941,0.018485,117,97.0
7,"agreement, in",0.699608,0.358182,0.104706,0.021515,118,98.0
7,and to,0.708627,0.375758,0.052549,0.019394,119,98.0
7,"nations, the",0.696471,0.393939,0.094902,0.014848,120,98.0
7,Zhang,0.739608,0.409697,0.055294,0.015455,121,97.0
7,acknowledge,0.698431,0.426364,0.1,0.014545,122,97.0
7,Shenyang,0.700392,0.441818,0.072549,0.015152,123,98.0
7,of friendly,0.73451,0.471212,0.08902,0.017576,124,98.0
7,relationship,0.71098,0.487273,0.097647,0.017576,125,98.0
7,cities.,0.732549,0.504848,0.041569,0.014848,126,98.0
7,establishment,0.729412,0.534545,0.106667,0.019697,127,98.0
7,arts such as,0.703529,0.582121,0.103922,0.017576,128,99.0
7,establishment,0.727451,0.628182,0.107843,0.017576,129,98.0
7,such fields,0.721569,0.675152,0.089412,0.018182,130,99.0
7,to the,0.724314,0.69303,0.05098,0.015152,131,97.0
7,ZHANG,0.734118,0.818485,0.061961,0.013939,132,99.0
7,SHENYANG,0.677255,0.834545,0.088235,0.012424,133,97.0
7,Toolkit,0.82902,0.069394,0.132941,0.031515,134,99.0
7,order to further,0.804314,0.358182,0.127059,0.021515,135,98.0
7,reaffirm their mutual,0.761176,0.375758,0.16902,0.019394,136,98.0
7,Honorable Mayor,0.791373,0.393939,0.136863,0.014848,137,98.0
7,"Rongmao, Mayor",0.794902,0.409697,0.133333,0.015455,138,97.0
7,and reaffir.n the,0.798431,0.426364,0.128235,0.014545,139,97.0
7,"cooperation,",0.823529,0.471212,0.1,0.017576,140,98.0
7,to promote and,0.808627,0.487273,0.118431,0.017576,141,98.0
7,of business,0.836078,0.534545,0.089412,0.019697,142,98.0
7,"exhibits, music,",0.807451,0.582121,0.113725,0.017576,143,99.0
7,of contacts,0.835294,0.628182,0.088235,0.017576,144,98.0
7,as science and,0.81098,0.675152,0.113333,0.018182,145,99.0
7,prosperity and the,0.775294,0.69303,0.147059,0.015152,146,97.0
7,RONGMAO,0.796078,0.818485,0.081569,0.013939,147,99.0
