page,text,left,top,width,height,line
16,receive your agreement we will post the relationship in the City Directory and make sure,0.176863,0.595758,0.703137,0.013636,28
16,it is included in our Annual Membership Directory.,0.176863,0.612121,0.398039,0.013333,29
16,Remember that each city's sister city program is independent and can impose requirements,0.118431,0.640606,0.736471,0.013939,30
16,"like the establishment of a committee, a review period, sustainability/funding plan, among",0.118039,0.65697,0.715686,0.013636,31
16,"others, before sanctioning a sister city agreement. Check with your local program or mayor's",0.117647,0.672727,0.743529,0.014242,32
16,office to see if this is the case.,0.117647,0.689091,0.241176,0.011515,33
16,On the following pages you'll find a series of partnership agreements to give you an idea of,0.118039,0.717879,0.728627,0.013939,34
16,"what is possible. While you should feel free to use some of the formatting and language, we",0.117255,0.734242,0.73451,0.013636,35
16,encourage you to make your agreement your own and be creative with what you produce. If,0.117647,0.750606,0.737647,0.013636,36
16,you are unsure about your agreement or want advice you can always solicit feedback by,0.117647,0.766667,0.708627,0.013636,37
16,sending it to our Membership Director at akaplan@sister-cities.org or contacting us at (202),0.117647,0.782727,0.732157,0.013636,38
16,347-8630.,0.117647,0.799394,0.080392,0.010303,39
17,SisterCities,0.169412,0.033333,0.239608,0.028485,1
17,Partnership Agreement,0.516471,0.027879,0.440784,0.032727,2
17,INTERNATIONAL,0.170196,0.066667,0.238431,0.009091,3
17,Connect globally. Thrive locally.,0.169412,0.08697,0.239608,0.013333,4
17,Toolkit,0.830588,0.072727,0.127843,0.025758,5
17,"jull bubzig 2000 3,312",0.378039,0.291212,0.32549,0.019394,6
17,ABU DHABI MUNICIPALITY & TOWN PLANNING,0.376471,0.316667,0.327451,0.016667,7
17,AN AGREEMENT FOR THE ESTABLISHMENT OF,0.260784,0.373636,0.52549,0.012727,8
17,SISTER CITIES RELATIONSHIP,0.337647,0.393636,0.342745,0.012121,9
17,BETWEEN,0.454902,0.413636,0.110588,0.011212,10
17,THE CITY OF ABU DHABI ( U. A.E),0.337255,0.432727,0.375686,0.013939,11
17,AND,0.487843,0.452727,0.048235,0.011212,12
17,"HOUSTON, TEXAS ( U.S.A)",0.385882,0.471515,0.298039,0.014848,13
17,"The Sister City Program, administered by Sister Cities International, was initiated",0.221961,0.525455,0.597255,0.01303,14
17,By the President of the United States of America in 1956 to encourage greater,0.222745,0.539394,0.561961,0.012727,15
17,Friendship and understanding between the United States and other nations through,0.222745,0.553333,0.608235,0.012727,16
17,Direct personal contact: and,0.222745,0.567576,0.20549,0.012424,17
17,"In order to foster those goals, the people of Abu Dhabi and Houston, in a gesture of",0.222353,0.594242,0.603529,0.012424,18
17,"Friendship and goodwill, agree to collaborate for the mutual benefit of their",0.222745,0.608182,0.547843,0.01303,19
17,"Communities by exploring education, economic and cultural opportunities.",0.222353,0.622121,0.541961,0.012121,20
17,"Abu Dhabi and Houston, sharing a common interest in energy, technology and",0.221569,0.648788,0.574118,0.012424,21
17,"medicine, and the desire to promote mutual understanding among our citizens do",0.222353,0.66303,0.588235,0.012121,22
17,"hereby proclaim themselves Sister Cities beginning on the 13th day of March 2001,",0.221961,0.673636,0.594118,0.015758,23
17,the date of Houston City Council resolution estatblishing the Sister City,0.221961,0.690303,0.519608,0.01303,24
17,relationship became effective.,0.221569,0.705152,0.217647,0.012424,25
17,"Signed on this 26 of October 2002, in duplicate in the Arabic and English",0.221569,0.732121,0.533333,0.01303,26
17,"Languages, both text being equally authentic.",0.221961,0.746667,0.328627,0.012727,27
17,A,0.344314,0.768485,0.084706,0.030303,28
17,Sheikh Mohammed bin Butti AI Hamed,0.245882,0.806364,0.366275,0.010909,29
17,Lee P.Brown,0.729412,0.806364,0.118824,0.010303,30
17,Chairman of Abu Dhabi Municipality,0.24549,0.823636,0.342353,0.012727,31
17,Mayor of Houston,0.704706,0.823333,0.166667,0.012424,32
17,&Town Planning,0.324314,0.841212,0.155686,0.012424,33
18,SisterCities,0.169412,0.033333,0.239608,0.028485,1
18,Partnership Agreement,0.516078,0.027879,0.441176,0.032424,2
18,INTERNATIONAL,0.17098,0.066667,0.237255,0.009091,3
18,Connect globally. Thrive locally.,0.169412,0.08697,0.239216,0.013333,4
18,Toolkit,0.83098,0.072727,0.127059,0.025758,5
18,THE CITY OF NEW YORK,0.438824,0.262121,0.240784,0.009697,6
18,OFFICE OF THE MAYOR,0.450196,0.27697,0.220392,0.009697,7
18,"NEW YORK, N.Y. 10007",0.461176,0.29303,0.196863,0.010303,8
18,THE NEW YORK CITY-LONDON SISTER CITY PARTNERSHIP,0.267451,0.355758,0.582745,0.011818,9
18,Memorandum of Understanding,0.420392,0.371212,0.274902,0.013333,10
18,The Sister City partnership between New York City and London will foster mutually,0.201176,0.402121,0.674118,0.014242,11
18,beneficial solutions to common challenges for these two great cosmopolitan entities.,0.201176,0.417273,0.66902,0.013636,12
18,"Consequently, the Sister City relationship between the two will be one of the most",0.201176,0.432727,0.652549,0.015152,13
18,"important in their network of global partnerships, as it strives to:",0.201176,0.448182,0.50902,0.015455,14
18,Encourage and publicize existing exchanges between London and New York City so,0.230588,0.480303,0.671373,0.015152,15
18,that they can flourish to benefit a wider cross-section of the citizens of both;,0.230588,0.496061,0.602353,0.015152,16
18,"Support and promote the development of new social, economic, academic and",0.230196,0.512424,0.618431,0.015455,17
18,community programs to encourage both cities' citizens to share their experiences as a,0.229804,0.527879,0.678039,0.014848,18
18,medium for learning from one another;,0.229804,0.543636,0.309412,0.013939,19
18,Generate an improvement of the operation of the cities' various government agencies,0.229804,0.56,0.676078,0.014545,20
18,by serving as a conduit of information;,0.22902,0.575758,0.307843,0.014848,21
18,"Identify themes, common to both, that can generate new initiatives to further and",0.229412,0.591818,0.640784,0.015152,22
18,"nurture the increasingly powerful financial, social and cultural relationships between",0.22902,0.607576,0.671373,0.014242,23
18,the cities;,0.22902,0.624545,0.076471,0.012424,24
18,Promote key mayoral priorities relevant to both London and New York City;,0.228627,0.639394,0.608627,0.015152,25
18,Provide financial or in kind support to community-led programs that advance the,0.228627,0.656061,0.641569,0.013636,26
18,aims of the Sister City partnership;,0.22902,0.672121,0.275294,0.013636,27
18,"With the above purposes in mind, the Mayor of the City of New York and the Mayor of",0.198824,0.702424,0.697647,0.014848,28
18,London solemnly confirm that these two cities are united by an official partnership by the,0.198824,0.718182,0.710196,0.014545,29
18,protocol of this Memorandum of Understanding.,0.198431,0.733939,0.384314,0.015152,30
18,This agreement will go into effect from the date of signatures.,0.310196,0.780606,0.488235,0.014545,31
18,Signed in March of 2001,0.455686,0.796364,0.19451,0.013636,32
18,Thedder Rudolph W. Giuliani,0.178824,0.795455,0.244314,0.100909,33
18,Mayor,0.311373,0.894848,0.053333,0.012727,34
18,Ken Mayor Livingstone,0.672157,0.877576,0.132941,0.029091,35
18,New York City,0.287843,0.909091,0.121176,0.013333,36
18,London,0.701961,0.909091,0.061569,0.010606,37
19,SisterCities,0.169412,0.03303,0.24,0.028182,1
19,Partnership Agreement,0.515686,0.027576,0.441961,0.03303,2
19,INTERNATIONAL,0.169804,0.066667,0.238431,0.009091,3
19,Connect globally. Thrive locally.,0.169412,0.08697,0.239608,0.013333,4
19,Toolkit,0.83098,0.072727,0.127451,0.025758,5
19,CHIC OF STATE,0.247451,0.190606,0.141961,0.036364,6
19,City of Long Beach,0.388627,0.196667,0.476471,0.066364,7
19,California,0.551373,0.257273,0.136471,0.033333,8
19,Sister City Agreement,0.321961,0.305455,0.378431,0.035152,9
19,between the,0.464706,0.352727,0.084314,0.009697,10
19,City of Long Beach,0.38,0.378485,0.252549,0.01697,11
19,"California, USA",0.4,0.397576,0.21098,0.016061,12
19,and the,0.48,0.415152,0.053333,0.009091,13
19,City of San Pablo de Manta,0.321569,0.428788,0.369804,0.01697,14
19,"Ecuador, South America",0.347451,0.447879,0.317255,0.015152,15
19,"In accordance with the authorization and approval expressed by the City of Long Beach,",0.261569,0.482121,0.536863,0.012121,16
19,"California, USA, and the City of San Pablo de Manta, Ecundor, South America, it is declared",0.217647,0.492727,0.581176,0.01303,17
19,"that a ""Sister City Agreement between the two cities is hereby established for the following",0.217647,0.502727,0.581569,0.012121,18
19,purposes:,0.216863,0.516061,0.058039,0.009394,19
19,(1) to promote and expand the effective and mutually beneficial cooperation between,0.278824,0.532727,0.520392,0.012424,20
19,the people of Long Beach and the people of San Pablo de Manta; and,0.218039,0.543636,0.40549,0.012424,21
19,"(2) to promote international goodwill, understanding, and expanded business",0.279216,0.56303,0.520784,0.012424,22
19,"relations between the two cities and their respective nations by the exchange of people, ideas, and",0.218039,0.573636,0.581569,0.012121,23
19,"information in a unide variety of economic, social, cultural, municipal, environmental,",0.218039,0.584242,0.581176,0.012121,24
19,"professional, technical, youth, and other endeavors; and",0.217647,0.594848,0.333333,0.012121,25
19,"(3) to foster and encourage charitable, scientific, trade and commerce, literary and",0.279608,0.613939,0.520784,0.012727,26
19,educational activities between the two cities;,0.218039,0.625455,0.265882,0.009697,27
19,This Sister City Agreement shall be officially established and shall become effective when,0.263137,0.644545,0.536863,0.012727,28
19,"this document has been duly executed by the Mayor of Long Beach, California, USA, and the",0.218824,0.654848,0.581961,0.012424,29
19,"Mayor of San Pablo de Manta, Ecundor, South America.",0.218431,0.665758,0.338824,0.012121,30
19,STATE OFFICE,0.276471,0.713636,0.050588,0.048788,31
19,Beverly 0 Neill,0.587451,0.736667,0.121961,0.013636,32
19,"Mayor, City of Long Beach",0.542353,0.751212,0.21098,0.013636,33
19,"California, USA",0.582745,0.765758,0.125098,0.01303,34
19,10.2aulus,0.490588,0.771818,0.220392,0.062424,35
19,Ing. Jorge O. Zambrano Cedeño,0.527059,0.825152,0.242745,0.013333,36
19,"Mayor, City of San Pablo de Manta",0.505098,0.839394,0.277647,0.013636,37
19,"Ecuador, South America",0.551765,0.854242,0.188235,0.011818,38
19,"Dated: September 19, 2000",0.544706,0.883333,0.202745,0.01303,39
20,SisterCities,0.169412,0.03303,0.24,0.028485,1
20,Partnership Agreement,0.516078,0.027879,0.441176,0.032424,2
20,INTERNATIONAL,0.170196,0.066667,0.237647,0.009091,3
20,Connect globally. Thrive locally.,0.169412,0.08697,0.239216,0.013333,4
20,Toolkit,0.83098,0.072727,0.127451,0.025758,5
20,REAFFIRMATION OF SISTER CITIES DECLARATION,0.324706,0.165152,0.483529,0.013939,6
20,adopted by,0.2,0.213333,0.080392,0.013636,7
20,THE HONORABLE RICHARD M. DALEY,0.396078,0.214242,0.335686,0.012424,8
20,MAYOR OF CHICAGO,0.472549,0.231212,0.18549,0.011515,9
20,and,0.199608,0.260909,0.026275,0.010606,10
20,THE HONORABLE ZHANG RONGMAO,0.401961,0.261212,0.323137,0.011212,11
20,MAYOR OF SHENYANG,0.463529,0.273636,0.202353,0.011212,12
20,ON,0.551765,0.298182,0.026667,0.011515,13
20,"JUNE 5, 1995",0.500392,0.323636,0.128235,0.014848,14
20,"On this the tenth anniversary of the signing of a sister city agreement, in order to further",0.255686,0.36303,0.67098,0.015152,15
20,the traditional links of friendship between Chicago and Shenyang and to reaffirm their mutual,0.198824,0.378788,0.727843,0.015455,16
20,"aspiration to work in unison for the benefit of their cities and nations, the Honorable Mayor",0.199608,0.394848,0.727843,0.014848,17
20,"Richard M. Daley, Mayor of the City of Chicago, and the Honorable Zhang Rongmao, Mayor",0.199216,0.411212,0.727451,0.014242,18
20,"of the City of Shenyang, on this fifth day of June 1995, do hereby acknowledge and reaffirm the",0.199216,0.42697,0.72549,0.014848,19
20,sister cities agreement between the City of Chicago and the City of Shenyang.,0.199608,0.443636,0.57451,0.014242,20
20,"The City of Chicago and the City of Shenyang on the basis of friendly cooperation,",0.256078,0.473939,0.665098,0.015152,21
20,equality and mutual benefit will continue to develop a sister cities relationship to promote and,0.2,0.490303,0.724706,0.014242,22
20,broaden economic cooperation and cultural exchanges between the two cities.,0.199216,0.506061,0.57451,0.014242,23
20,The two cities do hereby declare their interest in exploring the establishment of business,0.255294,0.537273,0.668235,0.015455,24
20,and trade relations between Chicago and Shenyang.,0.198824,0.554545,0.387843,0.013636,25
20,"In addition, exchanges will be promoted in the area of the arts such as exhibits, music,",0.254118,0.583939,0.666667,0.015455,26
20,dance and other cultural activities.,0.198431,0.601212,0.256471,0.010606,27
20,"In addition, exchanges will be promoted in education and the establishment of contacts",0.254118,0.630303,0.668627,0.015758,28
20,within educational institutions encouraged.,0.198824,0.647273,0.32,0.014242,29
20,"In addition, we declare our intention to promote exchanges in such fields as science and",0.253725,0.678182,0.668627,0.014848,30
20,"technology, sports, health, youth and any areas that will contribute to the prosperity and the",0.198039,0.693636,0.722745,0.015152,31
20,further development of friendship between the people of our two cities.,0.194902,0.711515,0.525098,0.013636,32
20,3h.5.,0.593725,0.750606,0.218039,0.06303,33
20,THE HONORABLE RICHARD M. DALEY,0.197255,0.821515,0.303529,0.010606,34
20,THE HONORABLE ZHANG RONGMAO,0.588627,0.819394,0.287843,0.011818,35
20,MAYOR OF CHICAGO,0.195686,0.835758,0.164706,0.010606,36
20,MAYOR OF SHENYANG,0.587451,0.835455,0.177647,0.010303,37
21,Skills_based_CV.qxd 5/8/11 3:55 pm Page,0.17777,0.135381,0.308796,0.008545,1
21,agcas,0.726169,0.191722,0.053368,0.011749,2
21,Example of a skills-based CV,0.3894,0.205874,0.224144,0.011482,3
21,ASHLEY GILL,0.459698,0.246195,0.082812,0.008278,4
21,3 Lappage Court,0.2212,0.259012,0.080972,0.008545,5
21,Telephone: 01882 652349,0.592565,0.259012,0.129555,0.008278,6
21,"Tyler Green, Bucks.",0.220464,0.269159,0.092381,0.008278,7
21,Mobile: 07717 121824,0.593669,0.269159,0.112992,0.006676,8
21,HP8 4JD,0.2212,0.279306,0.040486,0.006409,9
21,Email: ashleygill2023@gotmail.com,0.594038,0.279039,0.178874,0.008545,10
21,Personal Details,0.221568,0.299332,0.095326,0.007744,11
21,Summary,0.220832,0.321495,0.048215,0.008278,12
21,Business studies with Spanish undergraduate.,0.273463,0.340988,0.229297,0.008812,13
21,Ability to speak French and Spanish.,0.272727,0.351135,0.179242,0.008545,14
21,Extensive business experience including an internship with Top Choice Holidays.,0.273095,0.361015,0.398233,0.008812,15
21,Education And Qualifications,0.2212,0.381041,0.144277,0.008278,16
21,2008 present,0.220832,0.401602,0.074715,0.008011,17
21,Buckinghamshire Edge University,0.386824,0.401068,0.167096,0.008545,18
21,BA International Business Studies with Spanish (expected 2:1),0.386824,0.410681,0.308796,0.008812,19
21,Relate your degree to,0.230033,0.420027,0.100847,0.008278,20
21,Study semester at The University of Valloid (Spain).,0.399338,0.420828,0.252852,0.008812,21
21,the job by listing your,0.229665,0.429105,0.101583,0.008278,22
21,Six-month work placement in Madrid.,0.399338,0.431242,0.188811,0.008545,23
21,relevant modules/,0.230033,0.438718,0.085388,0.007744,24
21,Relevant modules included: Business Planning; Sales Promotion and,0.399338,0.441389,0.338241,0.008545,25
21,dissertation.,0.230033,0.448064,0.057784,0.006676,26
21,Marketing; and Business Operations Management.,0.398969,0.451268,0.25322,0.008812,27
21,2000 2007,0.2212,0.467824,0.061833,0.006409,28
21,Freebridge School,0.386824,0.46729,0.087965,0.008545,29
21,"A-Levels: Business Studies (B), French (C)",0.386088,0.476903,0.200221,0.008812,30
21,"8 GCSEs including Maths, English, Spanish and French",0.386824,0.487583,0.266838,0.008545,31
21,Work History,0.220832,0.509212,0.065513,0.008278,32
21,2008 2011,0.220832,0.529506,0.061833,0.006409,33
21,Buckinghamshire Edge University Librarian/tour guide,0.386824,0.528972,0.277144,0.008812,34
21,General administrative and customer service roles.,0.399338,0.539119,0.25138,0.006676,35
21,Briefly list,0.707766,0.536716,0.045639,0.008011,36
21,your relevant,0.70703,0.546061,0.061465,0.008011,37
21,2011 (Feb-Aug),0.2212,0.55514,0.078027,0.008812,38
21,Audigest S.A. (Madrid) - Audit Assistant,0.386456,0.554873,0.199485,0.009079,39
21,duties.,0.707398,0.555674,0.030916,0.006409,40
21,Six months' work experience in an international bank.,0.399338,0.565287,0.267575,0.008545,41
21,Liaising with colleagues and clients in English and Spanish.,0.399338,0.575434,0.292602,0.008545,42
21,2010 (June-Dec),0.220832,0.591188,0.082444,0.008278,43
21,Finsbury's supermarket (Hazelbridge) — Supervisor,0.386824,0.591188,0.250644,0.008812,44
21,Managing a small team.,0.398969,0.601602,0.121089,0.008545,45
21,Customer service in a busy competitive environment.,0.398969,0.611215,0.264262,0.008545,46
21,2010 (Jan-Aug),0.2212,0.627236,0.077291,0.008812,47
21,Top Choice Holidays and Flights Ltd (Low Wycombe),0.386088,0.627503,0.257637,0.008812,48
21,Financial Assistant/Supervisor,0.386824,0.637383,0.15127,0.008812,49
21,Working in a range of teams to manage complex financial processes.,0.398969,0.64753,0.341921,0.008812,50
21,2007 (Jul-Aug),0.220832,0.663284,0.074347,0.008812,51
21,Dogs Protection League - General Assistant,0.386824,0.663818,0.216783,0.008812,52
21,Dealing with enquiries and selling packages to a range of clients.,0.399706,0.673431,0.321678,0.009079,53
21,2006 (Jan-Dec),0.220832,0.689453,0.076187,0.009079,54
21,McHenry's Restaurant (Low Wycombe) - Supervisor,0.386456,0.68972,0.256533,0.009079,55
21,Voluntary Experience,0.220464,0.708411,0.106367,0.008545,56
21,2007/2011,0.220832,0.728438,0.055208,0.008011,57
21,Teaching English in Mexico/Spain,0.386088,0.727904,0.167832,0.009079,58
21,Interests,0.2212,0.748465,0.043062,0.006676,59
21,Active member of University Business Club — Winner of the 'Bucks Best Business Pitch' award in 2010 Enterprise,0.220464,0.768224,0.556864,0.009079,60
21,"week, judged by Michael Eavis.",0.220464,0.778104,0.15311,0.008812,61
22,Skills_based_CV.qxd 5/8/11 3:55 pm Page,0.17777,0.135381,0.308428,0.008545,1
22,Make sure you carefully assess,0.468531,0.23498,0.142068,0.008011,2
22,Skills And Achievements,0.220832,0.245394,0.121457,0.006676,3
22,the job advert/job description,0.468163,0.244326,0.139124,0.008278,4
22,and address all the skills they,0.468531,0.253672,0.13618,0.008278,5
22,Effective communication,0.2212,0.265421,0.123298,0.006676,6
22,require.,0.468531,0.263017,0.034965,0.008011,7
22,"Able to communicate effectively with a wide range of clients and colleagues, by showing interest, carefully",0.233714,0.275567,0.530364,0.008545,8
22,"listening to needs and appropriately adjusting my message, as demonstrated during my time at Finsbury's",0.23445,0.285447,0.528892,0.008812,9
22,Supermarket.,0.234082,0.295861,0.066618,0.008278,10
22,Strong presentation skills and confidence demonstrated by experience of delivering presentations in different,0.23445,0.305474,0.543614,0.008812,11
22,languages to groups of five to fifty.,0.234082,0.315621,0.172617,0.008812,12
22,Customer service,0.220832,0.335915,0.085388,0.006676,13
22,Ability to quickly build rapport with customers and calmly deal with any problems as shown during my retail,0.233714,0.345527,0.541038,0.008812,14
22,experience in high pressure environments.,0.234082,0.355941,0.210526,0.008278,15
22,"Capacity to maintain professional relationships through email and other written correspondence, for example,",0.234082,0.365554,0.548767,0.008812,16
22,"at Audigest in Madrid, where I built longstanding business relationships with customers and colleagues across",0.233714,0.375701,0.549871,0.008812,17
22,the globe.,0.233714,0.385848,0.049687,0.008278,18
22,Teamwork,0.220464,0.406142,0.052632,0.006409,19
22,"At Top Choice Holidays demonstrated excellent teamwork skills in a busy financial environment, such as an",0.233346,0.415754,0.532573,0.008812,20
22,"ability to listen to clients and managers, perform my role to a high level and support colleagues, resulting in",0.234082,0.425634,0.535885,0.008812,21
22,promotion.,0.234082,0.436048,0.05484,0.008545,22
22,Administration,0.220464,0.456075,0.075083,0.006409,23
22,Prove you have each of the,0.639676,0.453672,0.123666,0.008278,24
22,"Excellent ability to plan ahead and manage time effectively, for example,",0.23445,0.465688,0.360692,0.008812,25
22,skills required by outlining,0.63894,0.463017,0.12293,0.008278,26
22,managing complex roles during my internship at Top Choice Holidays.,0.23445,0.476101,0.346338,0.008545,27
22,where you performed them,0.63894,0.472363,0.128082,0.008278,28
22,Gathered data from a wide range of sources during my dissertation,0.234082,0.485714,0.334928,0.008812,29
22,and how you performed,0.639308,0.481709,0.111888,0.008278,30
22,them well.,0.63894,0.491055,0.048951,0.006409,31
22,"whilst balancing my other studies and two jobs, resulting in a 73% grade.",0.233346,0.495861,0.365109,0.008812,32
22,Experience of travellers' needs,0.2212,0.515888,0.150534,0.008545,33
22,Recent travel consultancy experience gives me an in-depth understanding of the expectations of holiday,0.23445,0.525768,0.518955,0.008812,34
22,customers and the competitive nature of the industry.,0.234082,0.535915,0.269047,0.008812,35
22,International travel experience and language ability give me an empathy with travellers and a passion for,0.234082,0.545794,0.524107,0.008812,36
22,helping them find a unique holiday experience.,0.234082,0.555941,0.23445,0.008812,37
22,Initiative,0.2212,0.576235,0.044166,0.006676,38
22,Self-funding an evening course in bookkeeping during my first accountancy role demonstrated my ability to,0.234082,0.585848,0.535149,0.008812,39
22,plan ahead and take control of my career.,0.23445,0.595995,0.205006,0.008545,40
22,Successful study and work in Spain and Mexico show that I can creatively develop my skills and experience and,0.234082,0.605874,0.551711,0.008545,41
22,adapt to new and different environments.,0.234082,0.616288,0.208686,0.008278,42
22,Sales knowledge,0.220464,0.636315,0.083916,0.008011,43
22,Wide experience of financial roles gives me an awareness of the tight monetary pressures which drive UK,0.234082,0.645928,0.525212,0.009346,44
22,service industries.,0.234082,0.656609,0.088333,0.006943,45
22,Raised sales at The Dogs Protection League by 12% by up selling add-on packages to new and existing,0.23445,0.665955,0.505705,0.009079,46
22,customers.,0.234082,0.67717,0.054472,0.006142,47
22,Language ability,0.2212,0.696395,0.082444,0.008812,48
22,"Spanish fluency obtained working overseas, French semi-fluent.",0.233714,0.706008,0.323151,0.009079,49
22,Referees,0.2212,0.726569,0.041958,0.006676,50
22,Include all your referee details including their email and,0.351859,0.722029,0.259109,0.008545,51
22,phone number (but ask for their permission first).,0.352227,0.731108,0.230401,0.008545,52
22,"Professional: Mr. Jose Andreas, Management Accountant, Audigest, Avenida de Concha Espina 2, Madrid, ES-",0.2212,0.746328,0.537725,0.008812,53
22,"28036, +34 91 398 5476, j.andreas@audigest.es",0.2212,0.756475,0.238498,0.008278,54
22,"Academic: Dr. Jane Luffle, Personal Tutor, Buckinghamshire Edge University, Due Road, Low Wycombe, Bucks,",0.220464,0.776502,0.536621,0.008812,55
22,"HD15 3DL, 01628 435 6784, j.luffle@bedge.ac.uk",0.2212,0.786382,0.244755,0.008545,56
